Customer ID,Top_Feature,SHAP_Value,Influence
7493-TPUWZ,,,
1577-HKTFG,,,
8752-STIVR,,,
4558-FANTW,,,
7623-TRNQN,,,
9330-IJWIO,,,
1842-EZJMK,,,
8079-XRJRS,,,
8073-IJDCM,,,
2869-ADAWR,,,
9894-EZEWG,,,
7851-FLGGQ,,,
0637-UBJRP,,,
0940-OUQEC,,,
0702-PGIBZ,,,
1963-VAUKV,,,
3058-HJCUY,,,
3259-FDWOY,,,
0807-ZABDG,,,
5748-RNCJT,,,
7739-LAXOG,,,
6034-ZRYCV,,,
2079-FBMZK,,,
6608-QQLVK,,,
6302-JGYRJ,,,
3685-YLCMQ,,,
8761-NSOBC,,,
8413-VONUO,,,
9223-UCPVT,,,
4351-QLCSU,,,
5419-JPRRN,,,
2100-BDNSN,,,
0488-GSLFR,,,
9318-NKNFC,,,
9728-FTTVZ,,,
7254-IQWOZ,,,
0742-NXBGR,,,
6110-OHIHY,,,
5889-LFOLL,,,
5708-EVONK,,,
8708-XPXHZ,,,
7016-BPGEU,,,
6876-ADESB,,,
1963-SVUCV,,,
0220-EBGCE,,,
2754-VDLTR,,,
3190-XFANI,,,
7551-DACSP,,,
0520-FDVVT,,,
1444-VVSGW,,,
5712-PTIWW,,,
3315-TOTBP,,,
1518-VOWAV,,,
5909-ECHUI,,,
1309-BXVOQ,,,
2856-HYAPG,,,
4488-PSYCG,,,
6906-ANDWJ,,,
1031-IIDEO,,,
5832-XKAES,,,
4701-AHWMW,,,
9210-IAHGH,,,
0023-XUOPT,,,
4592-IWTJI,,,
6518-LGAOV,,,
7242-QZLXF,,,
4576-CSAJH,,,
1000-AJSLD,,,
1062-LHZOD,,,
9600-NAXZN,,,
6457-USBER,,,
4662-EKDPQ,,,
9259-PACGQ,,,
4415-IJZTP,,,
1465-VINDH,,,
2810-FTLEM,,,
1925-TIBLE,,,
1447-GIQMR,,,
0872-NXJYS,,,
9412-ARGBX,,,
2737-WFVYW,,,
9850-OWRHQ,,,
8676-TRMJS,,,
8182-PNAGI,,,
2180-DXNEG,,,
5515-AKOAJ,,,
8976-OQHGT,,,
5294-CDGWY,,,
5295-PCJOO,,,
9863-JZAIC,,,
7660-HDPJV,,,
7931-PXHFC,,,
4919-MOAVT,,,
3090-HAWSU,,,
9820-RMCQV,,,
7839-QRKXN,,,
5204-QZXPU,,,
4597-ELFTS,,,
8450-JOVAH,,,
1113-IUJYX,,,
7758-XKCBS,,,
8992-JQYUN,,,
0617-AQNWT,,,
2446-PLQVO,,,
8784-CGILN,,,
9451-LPGOO,,,
2025-JKFWI,,,
4078-SAYYN,,,
9940-HPQPG,,,
6618-RYATB,,,
9079-YEXQJ,,,
2685-SREOM,,,
0402-CQAJN,,,
6692-UDPJC,,,
0295-PPHDO,,,
1195-OIYEJ,,,
5906-CVLHP,,,
4501-EQDRN,,,
2990-HWIML,,,
7384-GHBPI,,,
7603-USHJS,,,
5876-HZVZM,,,
3085-QUOZK,,,
3926-CUQZX,,,
1041-RXHRA,,,
1750-CSKKM,,,
8267-ZNYVZ,,,
6457-GIRWB,,,
1450-SKCVI,,,
5570-PTWEH,,,
6502-MJQAE,,,
7693-LCKZL,,,
0032-PGELS,,,
6797-LNAQX,,,
6394-MFYNG,,,
8155-IBNHG,,,
4745-LSPLO,,,
8083-YTZES,,,
3976-BWUCK,,,
3585-ISXZP,,,
4174-LPGTI,,,
2108-XWMPY,,,
6304-IJFSQ,,,
0093-XWZFY,,,
7703-ZEKEF,,,
5482-NUPNA,,,
1122-JWTJW,,,
1699-HPSBG,,,
8775-CEBBJ,,,
0639-TSIQW,,,
7590-VHVEG,,,
5575-GNVDE,,,
7795-CFOCW,,,
1452-KIOVK,,,
6713-OKOMC,,,
6388-TABGU,,,
9763-GRSKD,,,
7469-LKBCI,,,
8091-TTVAX,,,
5129-JLPIS,,,
3655-SNQYZ,,,
8191-XWSZG,,,
9959-WOFKT,,,
4183-MYFRB,,,
1680-VDCWW,,,
3638-WEABW,,,
6322-HRPFA,,,
6865-JZNKO,,,
5248-YGIJN,,,
6827-IEAUQ,,,
7310-EGVHZ,,,
6234-RAAPL,,,
6572-ADKRS,,,
8865-TNMNX,,,
9489-DEDVP,,,
9867-JCZSP,,,
4671-VJLCL,,,
4080-IIARD,,,
3714-NTNFO,,,
5948-UJZLF,,,
7639-LIAYI,,,
2954-PIBKO,,,
8769-KKTPH,,,
3957-SQXML,,,
5954-BDFSG,,,
0434-CSFON,,,
1215-FIGMP,,,
0526-SXDJP,,,
0557-ASKVU,,,
5122-CYFXA,,,
8627-ZYGSZ,,,
3410-YOQBQ,,,
3170-NMYVV,,,
7410-OIEDU,,,
2273-QCKXA,,,
0731-EBJQB,,,
8028-PNXHQ,,,
5630-AHZIL,,,
6416-JNVRK,,,
5590-ZSKRV,,,
3887-PBQAO,,,
8108-UXRQN,,,
9919-YLNNG,,,
0318-ZOPWS,,,
4445-ZJNMU,,,
4808-YNLEU,,,
1862-QRWPE,,,
2796-NNUFI,,,
3016-KSVCP,,,
4767-HZZHQ,,,
7233-PAHHL,,,
6067-NGCEU,,,
9848-JQJTX,,,
9803-FTJCG,,,
3212-KXOCR,,,
6380-ARCEH,,,
3679-XASPY,,,
7123-WQUHX,,,
6180-YBIQI,,,
6728-DKUCO,,,
9750-BOOHV,,,
8597-CWYHH,,,
2848-YXSMW,,,
4549-ZDQYY,,,
5712-AHQNN,,,
5256-SKJGO,,,
3071-VBYPO,,,
9560-BBZXK,,,
8402-OOOHJ,,,
9445-ZUEQE,,,
1091-SOZGA,,,
2928-HLDBA,,,
6497-TILVL,,,
7219-TLZHO,,,
4622-YNKIJ,,,
6734-PSBAW,,,
3930-ZGWVE,,,
2876-GZYZC,,,
8587-XYZSF,,,
7799-LGRDP,,,
7850-VWJUU,,,
3774-VBNXY,,,
6217-KDYWC,,,
1095-WGNGG,,,
2636-SJDOU,,,
5716-EZXZN,,,
6837-BJYDQ,,,
6440-DKQGE,,,
3466-BYAVD,,,
3780-YVMFA,,,
1679-JRFBR,,,
9073-ZZIAY,,,
3077-RSNTJ,,,
6551-GNYDG,,,
9167-APMXZ,,,
2749-CTKAJ,,,
6371-NZYEG,,,
7554-NEWDD,,,
8992-VONJD,,,
4482-EWFMI,,,
4648-YPBTM,,,
2907-ILJBN,,,
6345-FZOQH,,,
5997-OPVFA,,,
1159-WFSGR,,,
7654-YWJUF,,,
6727-IOTLZ,,,
5918-VUKWP,,,
1744-JHKYS,,,
5947-SGKCL,,,
3712-PKXZA,,,
6582-OIVSP,,,
5524-KHNJP,,,
4827-USJHP,,,
8167-GJLRN,,,
0956-SYCWG,,,
8017-UVSZU,,,
7100-FQPRV,,,
2984-RGEYA,,,
9680-NIAUV,,,
2146-EGVDT,,,
2604-IJPDU,,,
9178-JHUVJ,,,
6168-YBYNP,,,
7255-SSFBC,,,
3645-DEYGF,,,
9323-HGFWY,,,
8544-GOQSH,,,
3363-DTIVD,,,
7018-WBJNK,,,
9142-KZXOP,,,
7674-YTAFD,,,
6348-SNFUS,,,
1347-KTTTA,,,
4195-NZGTA,,,
7157-SMCFK,,,
4709-LKHYG,,,
0699-NDKJM,,,
9286-BHDQG,,,
0230-WEQUW,,,
2040-LDIWQ,,,
6496-JDSSB,,,
4443-EMBNA,,,
6469-MRVET,,,
5961-VUSRV,,,
6778-JFCMK,,,
6341-JVQGF,,,
4811-JBUVU,,,
0945-TSONX,,,
2651-ZCBXV,,,
3316-UWXUY,,,
7083-MIOPC,,,
1984-GPTEH,,,
0621-JFHOL,,,
9903-LYSAB,,,
9227-UAQFT,,,
7301-ABVAD,,,
6614-FHDBO,,,
7576-ASEJU,,,
0303-UNCIP,,,
0959-WHOKV,,,
4075-JFPGR,,,
3282-ZISZV,,,
3675-YDUPJ,,,
4111-BNXIF,,,
7017-VFHAY,,,
6655-LHBYW,,,
7605-BDWDC,,,
1950-KSVVJ,,,
0123-CRBRT,,,
6292-TOSSS,,,
7014-ZZXAW,,,
7633-MVPUY,,,
8645-KWHJO,,,
4130-MZLCC,,,
0314-TKOSI,,,
8229-MYEJZ,,,
2080-SRCDE,,,
9577-WJVCQ,,,
6202-DYYFX,,,
3808-HFKDE,,,
3727-OWVYD,,,
2294-SALNE,,,
1563-IWQEX,,,
8203-XJZRC,,,
6556-DBKZF,,,
2985-JUUBZ,,,
0895-LMRSF,,,
8266-VBFQL,,,
8181-YHCMF,,,
2240-HSJQD,,,
1248-DYXUB,,,
4115-BNPJY,,,
4091-TVOCN,,,
1098-TDVUQ,,,
7277-OZCGZ,,,
1557-EMYVT,,,
5027-YOCXN,,,
3973-SKMLN,,,
6745-JEFZB,,,
9880-TDQAC,,,
8705-WZCYL,,,
7102-JJVTX,,,
8626-PTQGE,,,
4983-CLMLV,,,
9385-EHGDO,,,
9498-FIMXL,,,
2379-GYFLQ,,,
2088-IEBAU,,,
7982-VCELR,,,
6885-PKOAM,,,
7520-HQWJU,,,
9639-BUJXT,,,
5924-SNGKP,,,
8966-SNIZF,,,
6243-OZGFH,,,
0513-RBGPE,,,
5160-UXJED,,,
8984-EYLLL,,,
9833-TGFHX,,,
9294-TDIPC,,,
5229-DTFYB,,,
0104-PPXDV,,,
5176-LMJXE,,,
3583-KRKMD,,,
9069-LGEUL,,,
7302-ZHMHP,,,
9571-EDEBV,,,
3520-FJGCV,,,
6563-VRERX,,,
6122-EFVKN,,,
2805-EDJPQ,,,
6862-CQUMB,,,
7156-MXBJE,,,
6158-HDPXZ,,,
2863-IMQDR,,,
5686-CMAWK,,,
5651-CRHKQ,,,
6583-SZVGP,,,
1708-PBBOA,,,
8782-LKFPK,,,
5522-JBWMO,,,
3597-MVHJT,,,
9967-ATRFS,,,
2977-CEBSX,,,
5876-QMYLD,,,
2277-AXSDC,,,
9442-JTWDL,,,
3067-SVMTC,,,
5495-GPSRW,,,
7606-BPHHN,,,
4742-DRORA,,,
4163-NCJAK,,,
5233-AOZUF,,,
5973-EJGDP,,,
7916-VCCPB,,,
4686-GEFRM,,,
5249-QYHEX,,,
2233-FAGXV,,,
5605-IYGFG,,,
7663-ZTEGJ,,,
3935-TBRZZ,,,
8111-BKVDS,,,
8734-DKSTZ,,,
4360-PNRQB,,,
6152-ONASV,,,
7781-HVGMK,,,
2181-UAESM,,,
6048-NJXHX,,,
2320-SLKMB,,,
4980-URKXC,,,
4376-KFVRS,,,
5886-VLQVU,,,
3577-AMVUX,,,
0771-WLCLA,,,
0206-TBWLC,,,
2937-FTHUR,,,
1910-FMXJM,,,
0732-OCQOC,,,
5168-MSWXT,,,
1090-ESELR,,,
8592-PLTMQ,,,
8847-GEOOQ,,,
4785-FCIFB,,,
8313-NDOIA,,,
5149-CUZUJ,,,
0942-KOWSM,,,
4237-CLSMM,,,
1452-VOQCH,,,
4719-UMSIY,,,
6614-VBEGU,,,
2996-XAUVF,,,
5968-XQIVE,,,
8896-RAZCR,,,
1304-BCCFO,,,
4104-PVRPS,,,
4431-EDMIQ,,,
0486-LGCCH,,,
5168-MQQCA,,,
7971-HLVXI,,,
9094-AZPHK,,,
3649-JPUGY,,,
4472-LVYGI,,,
3552-CTCYF,,,
6778-YSNIH,,,
6579-JPICP,,,
4134-BSXLX,,,
0505-SPOOW,,,
4374-YMUSQ,,,
3957-HHLMR,,,
7803-XOCCZ,,,
5736-YEJAX,,,
8981-FJGLA,,,
1135-LMECX,,,
8535-SFUTN,,,
8677-HDZEE,,,
2475-MROZF,,,
3482-ABPKK,,,
7531-GQHME,,,
5174-ITUMV,,,
0913-XWSCN,,,
0750-EBAIU,,,
3571-DPYUH,,,
7601-GNDYK,,,
8067-NIOYM,,,
1403-GYAFU,,,
4234-XTNEA,,,
5348-CAGXB,,,
0621-HJWXJ,,,
5844-QVTAT,,,
8905-IAZPF,,,
5394-MEITZ,,,
6859-QNXIQ,,,
2782-LFZVW,,,
2866-IKBTM,,,
7129-AZJDE,,,
2560-PPCHE,,,
8138-EALND,,,
3580-HYCSP,,,
1352-HNSAW,,,
2075-PUEPR,,,
1982-FEBTD,,,
5791-KAJFD,,,
2654-VBVPB,,,
1154-HYWWO,,,
2501-XWWTZ,,,
3716-UVSPD,,,
6815-ABQFQ,,,
7343-EOBEU,,,
3701-SFMUH,,,
6103-LIANB,,,
7319-VENRZ,,,
5846-NEQVZ,,,
6967-QIQRV,,,
5781-RFZRP,,,
0308-IVGOK,,,
7293-LSCDV,,,
5756-JYOJT,,,
9548-LIGTA,,,
5150-LJNSR,,,
8270-RKSAP,,,
2640-LYMOV,,,
1423-BMPBQ,,,
2393-DIVAI,,,
4568-KNYWR,,,
8752-IMQOS,,,
0742-LAFQK,,,
0795-LAFGP,,,
0619-OLYUR,,,
5512-IDZEI,,,
0459-SPZHJ,,,
0215-BQKGS,,,
9244-ZVAPM,,,
8208-EUMTE,,,
5172-MIGPM,,,
1710-RCXUS,,,
0374-FIUCA,,,
5839-SUYVZ,,,
5173-ZXXXL,,,
1096-ADRUX,,,
2001-MCUUW,,,
2731-GJRDG,,,
4723-BEGSG,,,
6516-NKQBO,,,
8672-OAUPW,,,
8207-DMRVL,,,
2804-ETQDK,,,
7138-GIRSH,,,
9396-ZSFLL,,,
6464-KEXXH,,,
5240-CAOYT,,,
4059-IIEBK,,,
0516-UXRMT,,,
4851-BQDNX,,,
5148-HKFIR,,,
3003-CMDUU,,,
5016-IBERQ,,,
9931-KGHOA,,,
1775-KWJKQ,,,
7665-VIGUD,,,
9411-TPQQV,,,
7954-MLBUN,,,
2077-DDHJK,,,
9574-BOSMD,,,
8404-VLQFB,,,
2391-IPLOP,,,
5845-BZZIB,,,
1140-UKVZG,,,
5183-SNMJQ,,,
8100-PNJMH,,,
7838-LAZFO,,,
2085-JVGAD,,,
8095-WANWK,,,
3030-ZKIWL,,,
9565-FLVCG,,,
8755-OGKNA,,,
2800-VEQXM,,,
5533-RJFTJ,,,
0214-JHPFW,,,
5642-MHDQT,,,
3088-FVYWK,,,
9092-GDZKO,,,
2324-AALNO,,,
5760-IFJOZ,,,
2826-UWHIS,,,
7501-IWUNG,,,
4957-TREIR,,,
8040-MNRTF,,,
1536-HBSWP,,,
5313-FPXWG,,,
0946-FKYTX,,,
5076-YVXCM,,,
8262-COGGB,,,
6663-JOCQO,,,
9620-QJREV,,,
2480-JZOSN,,,
0078-XZMHT,,,
8338-QIUNR,,,
1525-LNLOJ,,,
9450-TRJUU,,,
1766-GKNMI,,,
6942-LBFDP,,,
1456-TWCGB,,,
7596-ZYWBB,,,
3014-WJKSM,,,
3347-YJZZE,,,
7929-DMBCV,,,
9661-JALZV,,,
5433-KYGHE,,,
4312-KFRXN,,,
5575-TPIZQ,,,
0114-IGABW,,,
9944-AEXBM,,,
1853-ARAAQ,,,
4697-LUPSU,,,
8434-VGEQQ,,,
4950-HKQTE,,,
6786-OBWQR,,,
2753-JMMCV,,,
6621-YOBKI,,,
1216-JWVUX,,,
7564-GHCVB,,,
1173-NOEYG,,,
7595-EHCDL,,,
6647-ZEDXT,,,
2521-NPUZR,,,
4381-MHQDC,,,
6923-JHPMP,,,
4018-PPNDW,,,
1635-FJFCC,,,
6425-JWTDV,,,
8405-IGQFX,,,
8224-IVVPA,,,
9477-LGWQI,,,
1410-RSCMR,,,
3115-CZMZD,,,
0139-IVFJG,,,
5730-DBDSI,,,
0030-FNXPP,,,
5684-FJVYR,,,
4013-GUXND,,,
1266-NZYUI,,,
7969-FFOWG,,,
4718-DHSMV,,,
5175-WLYXL,,,
7817-OMJNA,,,
8728-SKJLR,,,
3137-NYQQI,,,
7706-DZNKK,,,
8823-RLPWL,,,
9505-SQFSW,,,
3758-CKOQL,,,
5676-CFLYY,,,
7521-AFHAB,,,
0285-INHLN,,,
5125-CNDSP,,,
4992-LTJNE,,,
2202-OUTMO,,,
0810-BDHAW,,,
0229-LFJAF,,,
7131-ZQZNK,,,
3442-ZHHCC,,,
5726-CVNYA,,,
9871-ELEYA,,,
4257-GAESD,,,
5173-WXOQV,,,
2040-OBMLJ,,,
6286-ZHAOK,,,
3807-XHCJH,,,
8859-AXJZP,,,
3174-AKMAS,,,
9926-PJHDQ,,,
7382-DFJTU,,,
2798-NYLMZ,,,
8098-TDCBU,,,
3551-GAEGL,,,
3196-NVXLZ,,,
0036-IHMOT,,,
4178-EGMON,,,
4220-TINQT,,,
5318-YKDPV,,,
7975-TZMLR,,,
0295-QVKPB,,,
4335-BSMJS,,,
9146-JRIOX,,,
5337-IIWKZ,,,
9650-VBUOG,,,
3487-EARAT,,,
2672-TGEFF,,,
8184-WMOFI,,,
6092-QZVPP,,,
4625-LAMOB,,,
0392-BZIUW,,,
6549-NNDYT,,,
0422-OHQHQ,,,
6916-HIJSE,,,
2316-ESMLS,,,
9778-OGKQZ,,,
7408-OFWXJ,,,
6007-TCTST,,,
2252-NKNSI,,,
8713-IGZSO,,,
7905-TVXTA,,,
7695-PKLCZ,,,
8374-UULRV,,,
3224-DFQNQ,,,
5275-PMFUT,,,
4795-UXVCJ,,,
9777-IQHWP,,,
0979-MOZQI,,,
2732-ISEZX,,,
0323-XWWTN,,,
1937-OTUKY,,,
1573-LGXBA,,,
1764-VUUMT,,,
4713-ZBURT,,,
3050-GBUSH,,,
7876-AEHIG,,,
7945-HLKEA,,,
9342-VNIMQ,,,
3199-NPKCN,,,
5170-PTRKA,,,
4661-NJEUX,,,
0048-LUMLS,,,
5898-IGSLP,,,
7997-EASSD,,,
0730-KOAVE,,,
8975-SKGRX,,,
0678-RLHVP,,,
2267-FPIMA,,,
1051-GEJLJ,,,
5285-MVEHD,,,
0379-DJQHR,,,
5543-QDCRY,,,
0297-RBCSG,,,
4694-PHWFW,,,
0835-JKADZ,,,
3865-YIOTT,,,
5993-BQHEA,,,
6024-RUGGH,,,
4079-WWQQQ,,,
6103-BOCOU,,,
5149-TGWDZ,,,
7471-WNSUF,,,
8942-DBMHZ,,,
4301-VVZKA,,,
9199-PWQVC,,,
5393-HJZSM,,,
0862-PRCBS,,,
8812-ZRHFP,,,
5146-CBVOE,,,
0454-OKRCT,,,
5787-KXGIY,,,
4198-VFOEA,,,
5709-LVOEQ,,,
2692-AQCPF,,,
0347-UBKUZ,,,
0835-DUUIQ,,,
0811-GSDTP,,,
7567-ECMCM,,,
6115-ZTBFQ,,,
6353-BRMMA,,,
6231-WFGFH,,,
6169-PPETC,,,
8584-KMVXD,,,
8467-WYNSR,,,
0851-DFJKB,,,
5382-SOYZL,,,
3261-CQXOL,,,
8388-FYNPZ,,,
4002-BQWPQ,,,
5651-YLPRD,,,
4378-BZYFP,,,
7764-BDPEE,,,
3429-IFLEM,,,
5002-GCQFH,,,
0556-FJEGU,,,
0604-THJFP,,,
5879-SESNB,,,
6461-PPAXN,,,
3318-ISQFQ,,,
1106-HRLKZ,,,
2483-XSSMZ,,,
8165-ZJRNM,,,
2604-XVDAM,,,
3717-OFRTN,,,
9046-JBFWA,,,
3280-NMUVX,,,
1206-EHBDD,,,
8361-LBRDI,,,
4883-KCPZJ,,,
9108-EQPNQ,,,
7277-KAMWT,,,
2545-LXYVJ,,,
3234-VKACU,,,
8120-JDCAM,,,
8917-FAEMR,,,
7047-YXDMZ,,,
0929-HYQEW,,,
6614-YOLAC,,,
7426-RHZGU,,,
4065-JJAVA,,,
7649-SIJJF,,,
9361-YNQWJ,,,
3748-FVMZZ,,,
9391-TTOYH,,,
1452-XRSJV,,,
3422-WJOYD,,,
7147-AYBAA,,,
6732-FZUGP,,,
8329-GWVPJ,,,
1352-VHKAJ,,,
2632-TACXW,,,
8146-QQKZH,,,
1767-CJKBA,,,
6445-TNRXS,,,
4581-LNWUM,,,
4869-EPIUS,,,
1915-OAKWD,,,
7296-PIXQY,,,
3354-OADJP,,,
3524-WQDSG,,,
0810-DHDBD,,,
4026-SKKHW,,,
2829-HYVZP,,,
3845-JHAMY,,,
7013-PSXHK,,,
3486-NPGST,,,
6100-FJZDG,,,
1730-VFMWO,,,
7143-BQIBA,,,
3800-LYTRK,,,
9646-NMHXE,,,
7030-NJVDP,,,
7771-ZONAT,,,
2111-DWYHN,,,
4194-WHFCB,,,
4121-AGSIN,,,
0455-XFASS,,,
0301-KOBTQ,,,
4367-NUYAO,,,
9170-ARBTB,,,
7241-AJHFS,,,
4546-FOKWR,,,
9036-CSKBW,,,
5832-TRLPB,,,
8590-YFFQO,,,
8659-IOOPU,,,
1338-CECEE,,,
7439-DKZTW,,,
4646-QZXTF,,,
9742-XOKTS,,,
6921-OZMFH,,,
9578-FOMUK,,,
4712-UYOOI,,,
7722-CVFXN,,,
8717-VCTXJ,,,
7363-QTBIW,,,
4159-NAAIX,,,
0971-QIFJK,,,
9397-TZSHA,,,
3391-JSQEW,,,
0343-QLUZP,,,
3312-UUMZW,,,
1271-UODNO,,,
8461-EFQYM,,,
6900-RBKER,,,
6891-JPYFF,,,
1459-QNFQT,,,
1047-NNCBF,,,
3696-XRIEN,,,
0074-HDKDG,,,
8791-GFXLZ,,,
9330-DHBFL,,,
0098-BOWSO,,,
5859-HZYLF,,,
3156-QLHBO,,,
2208-NQBCT,,,
6621-NRZAK,,,
0831-JNISG,,,
0774-IFUVM,,,
9553-DLCLU,,,
1641-BYBTK,,,
2446-ZKVAF,,,
3522-CDKHF,,,
1430-SFQSA,,,
0411-EZJZE,,,
8807-ARQET,,,
8992-CEUEN,,,
4320-QMLLA,,,
8777-PVYGU,,,
8292-ITGYJ,,,
6870-ZWMNX,,,
0621-CXBKL,,,
5334-JLAXU,,,
9359-UGBTK,,,
6479-OAUSD,,,
7129-ACFOG,,,
4189-NAKJS,,,
5562-BETPV,,,
9127-FHJBZ,,,
6994-ORCWG,,,
1346-UFHAX,,,
2933-XEUJM,,,
4835-YSJMR,,,
3164-YAXFY,,,
0887-WBJVH,,,
4660-IRIBM,,,
7670-ZBPOQ,,,
0080-OROZO,,,
3916-NRPAP,,,
6807-SIWJI,,,
8221-HVAYI,,,
5232-NXPAY,,,
8967-SZQAS,,,
0455-ENTCR,,,
8944-AILEF,,,
5542-NKVRU,,,
7126-RBHSD,,,
5370-IIVVL,,,
6789-HJBWG,,,
9087-EYCPR,,,
6791-YBNAK,,,
6077-BDPXA,,,
0013-MHZWF,,,
8268-YDIXR,,,
4291-SHSBH,,,
6980-IMXXE,,,
0040-HALCW,,,
0784-GTUUK,,,
2294-DMMUS,,,
0872-JCPIB,,,
3055-MJDSB,,,
9091-WTUUY,,,
7115-IRDHS,,,
8496-DMZUK,,,
2040-VZIKE,,,
9068-VPWQQ,,,
0178-SZBHO,,,
0384-RVBPI,,,
1299-AURJA,,,
4525-VZCZG,,,
2788-CJQAQ,,,
0319-QZTCO,,,
2120-SMPEX,,,
0096-FCPUF,,,
0668-OGMHD,,,
9408-HRXRK,,,
5593-SUAOO,,,
6766-HFKLA,,,
7617-EYGLW,,,
2226-ICFDO,,,
5529-GIBVH,,,
9992-UJOEL,,,
4741-WWJQZ,,,
6625-UTXEW,,,
6244-BESBM,,,
2612-PHGOX,,,
8480-PPONV,,,
8780-IHCRN,,,
4598-ZADCK,,,
1257-SXUXQ,,,
7182-OVLBJ,,,
5095-ETBRJ,,,
4821-WQOYN,,,
4730-AWNAU,,,
3452-FLHYD,,,
9531-NSBMR,,,
6260-ONULR,,,
4389-UEFCZ,,,
8711-LOBKY,,,
8985-OOPOS,,,
8800-ZKRFW,,,
2616-FLVQC,,,
9968-FFVVH,,,
8390-FESFV,,,
3022-BEXHZ,,,
6248-TKCQV,,,
6198-ZFIOJ,,,
5989-OMNJE,,,
1291-CUOCY,,,
9795-SHUHB,,,
3230-IUALN,,,
0042-RLHYP,,,
4945-RVMTE,,,
1866-NXPSP,,,
3941-XTSKM,,,
1661-CZBAU,,,
5158-RIVOP,,,
9788-YTFGE,,,
9277-JOOMO,,,
1907-YLNYW,,,
8947-YRTDV,,,
3161-ONRWK,,,
0114-RSRRW,,,
4565-NLZBV,,,
6682-VCIXC,,,
6475-VHUIZ,,,
3910-MRQOY,,,
0661-WCQNQ,,,
7537-RBWEA,,,
4656-CAURT,,,
0121-SNYRK,,,
3733-LSYCE,,,
6265-FRMTQ,,,
1371-DWPAZ,,,
2017-CCBLH,,,
7690-KPNCU,,,
0536-BGFMZ,,,
2293-IJWPS,,,
5469-NUJUR,,,
2625-TRCZQ,,,
4102-HLENU,,,
7266-GSSJX,,,
7722-VJRQD,,,
7073-QETQY,,,
5624-RYAMH,,,
0196-JTUQI,,,
7130-YXBRO,,,
9272-LSVYH,,,
3084-DOWLE,,,
1084-MNSMJ,,,
6250-CGGUN,,,
5478-JJVZK,,,
7596-IIWYC,,,
9793-WECQC,,,
4291-HPAXL,,,
8999-YPYBV,,,
1839-FBNFR,,,
3071-MVJCD,,,
1697-BCSHV,,,
0562-KBDVM,,,
1131-SUEKT,,,
3717-OEAUQ,,,
4538-WNTMJ,,,
9432-RUVSL,,,
8060-HIWJJ,,,
7684-XSZIY,,,
9089-UOWJG,,,
8039-ACLPL,,,
9885-AIBVB,,,
1934-MKPXS,,,
2592-YKDIF,,,
2272-JKMSI,,,
8714-CTZJW,,,
3569-EDBPQ,,,
3131-NWVFJ,,,
7521-YXVZY,,,
2373-NTKOD,,,
1970-KKFWL,,,
9337-SRRNI,,,
0895-UADGO,,,
5678-VFNEQ,,,
5977-CKHON,,,
1830-GGFNM,,,
5302-BDJNT,,,
5223-UZAVK,,,
4859-ZSRDZ,,,
9350-VLHMB,,,
3498-LZGQZ,,,
8785-CJSHH,,,
3870-SPZSI,,,
7560-QRBXH,,,
7077-XJMET,,,
4652-ODEVH,,,
6510-UPNKS,,,
6718-BDGHG,,,
9046-DQMTP,,,
6439-LAJXL,,,
1666-JZPZT,,,
5777-KJIRB,,,
7677-SJJJK,,,
3253-HKOKL,,,
7055-HNEOJ,,,
5514-YQENT,,,
3211-AAPKX,,,
8445-DNBAE,,,
2958-NHPPS,,,
1735-XMJVH,,,
6890-PFRQX,,,
5899-OUVKV,,,
8681-ICONS,,,
1621-YNCJH,,,
6362-QHAFM,,,
3070-BDOQC,,,
6234-PFPXL,,,
9824-QCJPK,,,
4283-IVYCI,,,
1866-OBPNR,,,
8205-MQUGY,,,
8970-ANWXO,,,
9480-BQJEI,,,
6979-TNDEU,,,
9777-WJJPR,,,
9495-SKLKD,,,
5067-DGXLL,,,
6281-FKEWS,,,
8898-KASCD,,,
9242-TKFSV,,,
0743-HNPFG,,,
5035-PGZXH,,,
8695-WDYEA,,,
6543-JXSOO,,,
8605-ITULD,,,
6416-YJTTB,,,
4472-VESGY,,,
3195-TQDZX,,,
3128-YOVTD,,,
7041-TXQJH,,,
5014-GSOUQ,,,
5724-BIDBU,,,
1769-GRUIK,,,
8819-WFGGJ,,,
7427-AUFPY,,,
7898-PDWQE,,,
9972-EWRJS,,,
9314-IJWSQ,,,
5799-JRCZO,,,
1921-KYSAY,,,
6198-RTPMF,,,
2924-KHUVI,,,
1925-GMVBW,,,
6184-DYUOB,,,
9207-ZPANB,,,
9327-QSDED,,,
1656-DRSMG,,,
3012-VFFMN,,,
2984-AFWNC,,,
0640-YJTPY,,,
8096-LOIST,,,
9764-REAFF,,,
7107-UBYKY,,,
4881-GQJTW,,,
7876-DNYAP,,,
2882-WDTBA,,,
2091-GPPIQ,,,
5071-FBJFS,,,
2796-UUZZO,,,
2429-AYKKO,,,
9798-OPFEM,,,
3794-NFNCH,,,
5193-QLVZB,,,
7114-AEOZE,,,
5522-NYKPB,,,
6518-KZXCB,,,
2245-ADZFJ,,,
7776-QGYJC,,,
9313-QOLTZ,,,
4672-FOTSD,,,
9818-XQCUV,,,
7338-ERIVA,,,
8259-NFJTV,,,
6968-GMKPR,,,
4751-ERMAN,,,
1436-ZMJAN,,,
0799-DDIHE,,,
3070-FNFZQ,,,
2812-SFXMJ,,,
